GameName,DummyRegressor-MaterialPos,DummyRegressor-InfluencePos,DummyRegressor-SidesProximityPos,DummyRegressor-LineCompletionHeuristicNeg,DummyRegressor-NullHeuristicPos,DummyRegressor-LineCompletionHeuristicPos,DummyRegressor-CornerProximityNeg,DummyRegressor-MobilitySimpleNeg,DummyRegressor-CentreProximityNeg,DummyRegressor-InfluenceNeg,DummyRegressor-MaterialNeg,DummyRegressor-CornerProximityPos,DummyRegressor-MobilitySimplePos,DummyRegressor-CentreProximityPos,DummyRegressor-SidesProximityNeg,DummyRegressor-RegionProximityNeg,DummyRegressor-RegionProximityPos,DummyRegressor-ScorePos,DummyRegressor-ScoreNeg,DummyRegressor-PlayerRegionsProximityNeg,DummyRegressor-PlayerRegionsProximityPos,DummyRegressor-PlayerSiteMapCountPos,DummyRegressor-PlayerSiteMapCountNeg,DummyRegressor-OwnRegionsCountPos,DummyRegressor-OwnRegionsCountNeg,DummyRegressor-ComponentValuesPos,DummyRegressor-ComponentValuesNeg,Average
Adugo_Mato_Grosso,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Baghchal_Baghchal,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Diviyan_Keliya_Sri_Lanka,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Wolf_and_Sheep_Default,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
ArdRi_Default,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Hnefatafl_Fetlar,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Arimaa_Default,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Chess_Standard,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Double_Chess_Default,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Shogi_Standard,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Skirmish_GDL_Default,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Xiangqi_Standard,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Fanorona_Tsivy,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Surakarta_Default,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Alquerque_Alfonso_X,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Brazilian_Draughts_Default,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Canadian_Draughts_Standard,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Dama_Standard,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
English_Draughts_English_Draughts,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Nei-Pat-Kono_Culin,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
International_Draughts_Standard,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Konane_Standard,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Lasca_Default,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Mogul_Putthan_Sixteen_Pieces,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Peralikatuma_Sri_Lanka,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Zamma_Monod,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Aw-li_On-nam_Ot-tjin_Three_Counters,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Das_Bohnenspiel_Jahn,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
En_Gehe_Merker,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Kalah_Default,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Oware_Wari,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Chinese_Checkers_Default,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Halma_Default,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Breakthrough_Default,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Knightthrough_Default,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Backgammon_Backgammon,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Royal_Game_of_Ur_Finkel,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Gyan_Chaupar_Snakes_and_Ladders,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Amazons_Default,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
L_Game_Default,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Mu_Torere_Complete,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Hex_Default,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Y_Hex_Default,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
Achi_Wikipedia,62.09081283503199,57.58767550884272,56.36441432150925,44.27814102610711,48.51593242855396,54.858498988759585,40.916417927925416,43.58302122679038,44.58706984187438,44.69983189731618,39.88062532848997,57.2660557451999,57.75097345441284,54.53256979152956,43.86078499748705,47.60315464507082,53.070770725129755,49.83241623085529,47.390874127060364,49.501555410093964,50.01021333927035,49.99240586652279,47.85776683107423,50.352631844267655,47.655233403945715,48.68239816446869,48.394837543106235,49.111111111111114,
