RulesetName,MaterialPos,InfluencePos,SidesProximityPos,LineCompletionHeuristicNeg,NullHeuristicPos,LineCompletionHeuristicPos,CornerProximityNeg,MobilitySimpleNeg,CentreProximityNeg,InfluenceNeg,MaterialNeg,CornerProximityPos,MobilitySimplePos,CentreProximityPos,SidesProximityNeg,RegionProximityNeg,RegionProximityPos,ScorePos,ScoreNeg,PlayerRegionsProximityNeg,PlayerRegionsProximityPos,PlayerSiteMapCountPos,PlayerSiteMapCountNeg,OwnRegionsCountPos,OwnRegionsCountNeg,ComponentValuesPos,ComponentValuesNeg
Adugo_Mato_Grosso,53.0555555555556,50.2777777777778,50,47.5,50.5263157894737,55,48.8888888888889,47.7272727272727,47.8571428571429,48.9473684210526,48.75,50,50,51.9047619047619,50,50.5263157894737,50.5263157894737,50.5263157894737,50.5263157894737,50.5263157894737,50.5263157894737,50.5263157894737,50.5263157894737,50.5263157894737,50.5263157894737,50.5263157894737,50.5263157894737
Baghchal_Baghchal,87.5,38.0555555555556,63.75,37.9166666666667,58.6111111111111,61.6666666666667,22.25,49,43.75,52.6315789473684,26.0869565217391,88.5714285714286,46.5789473684211,41.3157894736842,37.3809523809524,58.6111111111111,58.6111111111111,58.6111111111111,58.6111111111111,58.6111111111111,58.6111111111111,58.6111111111111,58.6111111111111,58.6111111111111,58.6111111111111,58.6111111111111,58.6111111111111
Diviyan_Keliya_Sri_Lanka,61.8181818181818,51.3636363636364,54.7058823529412,46.1904761904762,55.3125,48.2608695652174,44.6875,48,48.8095238095238,46.25,45,51.3157894736842,52.5,50.5,45.2380952380952,55.3125,55.3125,55.3125,55.3125,55.3125,55.3125,55.3125,55.3125,55.3125,55.3125,55.3125,55.3125
Wolf_and_Sheep_Default,59.75,70.952380952381,46.1111111111111,43.3333333333333,60.2777777777778,58.1818181818182,28.8095238095238,26.9565217391304,42.3809523809524,28.25,59.3181818181818,59.7619047619048,66.8421052631579,49.1176470588235,52.3684210526316,60.2777777777778,60.2777777777778,60.2777777777778,60.2777777777778,60.2777777777778,60.2777777777778,60.2777777777778,60.2777777777778,60.2777777777778,60.2777777777778,60.2777777777778,60.2777777777778
ArdRi_Default,61.9047619047619,60.9090909090909,58.25,46,50.9090909090909,69.7222222222222,49.7058823529412,34.3181818181818,53.5714285714286,40.2631578947368,46.5789473684211,47.1052631578947,54.5454545454546,48.25,25.8333333333333,50.9090909090909,50.9090909090909,50.9090909090909,50.9090909090909,50.9090909090909,50.9090909090909,50.9090909090909,50.9090909090909,50.9090909090909,50.9090909090909,50.9090909090909,50.9090909090909
Hnefatafl_Fetlar,52.1052631578947,71.0869565217391,60.952380952381,53.25,50.5263157894737,49.2105263157895,59.3478260869565,35,53.6842105263158,32.25,48.9473684210526,42.25,59.2105263157895,44.4444444444444,31,36.4285714285714,67.6315789473684,50.5263157894737,50.5263157894737,50.5263157894737,50.5263157894737,50.5263157894737,50.5263157894737,50.5263157894737,50.5263157894737,50.5263157894737,50.5263157894737
Arimaa_Default,81.3636363636364,78.125,78.5714285714286,51,61.2,61.5,4.76190476190476,31.875,60.8695652173913,25.5,12.8571428571429,76.7647058823529,70.6666666666667,24.7368421052632,10.5263157894737,40.952380952381,84.25,61.2,61.2,58.75,54.2857142857143,61.2,61.2,74.5454545454546,67.3809523809524,83.1578947368421,10.5
Chess_Standard,84.5238095238095,83.8235294117647,88.8095238095238,41.5625,43.4782608695652,45.2777777777778,20,26.5217391304348,31.5625,18.6363636363636,8.86363636363636,90.4761904761905,87,86.5625,36.25,27.7272727272727,87.3809523809524,43.4782608695652,43.4782608695652,45.75,48.5,47.6190476190476,46.0869565217391,40.2173913043478,43.5294117647059,43.4782608695652,43.4782608695652
Double_Chess_Default,83.0555555555556,52.7272727272727,81.9444444444444,38.9473684210526,61.0526315789474,53.8235294117647,19.0384615384615,33.3333333333333,37.5,37.6086956521739,35.9523809523809,59.4,47.3809523809524,82.7777777777778,34.75,26.9047619047619,77.8125,61.0526315789474,61.0526315789474,55.8333333333333,55.5555555555556,50,54.1666666666667,57.9411764705882,32,61.0526315789474,61.0526315789474
Shogi_Standard,97.8571428571429,49.5,72.9166666666667,59.5454545454546,61.1764705882353,51.3636363636364,19.4117647058824,23.4210526315789,35.8695652173913,27.3913043478261,21.5384615384615,79.7619047619048,48.9473684210526,81.7857142857143,27.7777777777778,34.1666666666667,75,61.1764705882353,61.1764705882353,53.6363636363636,55.8333333333333,61.1764705882353,61.1764705882353,46.6666666666667,32.1875,61.1764705882353,61.1764705882353
Skirmish_GDL_Default,87.8846153846154,88.1481481481482,93.2352941176471,30.2173913043478,37.6190476190476,64.1666666666667,4.16666666666667,54.5454545454546,33.2608695652174,28.3333333333333,1.47058823529412,83.4375,83.8636363636364,86,13.0555555555556,16.1764705882353,88.6842105263158,27.5,36.6666666666667,40.8,45.6818181818182,61.5789473684211,30.7894736842105,35.2941176470588,68.421052631579,37.6190476190476,37.6190476190476
Xiangqi_Standard,85.5,54.3333333333333,60.625,45.5,45,55.2173913043478,28.3333333333333,32.6190476190476,37.5,37.3529411764706,20.5,74.25,53.8095238095238,68.6842105263158,37.0454545454545,41.5384615384615,73.6111111111111,45,45,52.25,56.7391304347826,45,45,30.5263157894737,40.2631578947368,45,45
Fanorona_Tsivy,92.25,50.952380952381,76.5909090909091,40,59.5454545454546,65,13.4210526315789,49.25,18.5294117647059,51.75,11.8181818181818,79.1666666666667,35.2272727272727,85,20.4761904761905,59.5454545454546,59.5454545454546,59.5454545454546,59.5454545454546,59.5454545454546,59.5454545454546,59.5454545454546,59.5454545454546,59.5454545454546,59.5454545454546,59.5454545454546,59.5454545454546
Surakarta_Default,91.7391304347826,72.6315789473684,67.6470588235294,25.5882352941176,42.75,62.2727272727273,22.75,30.5,15.75,36.4705882352941,9.76190476190476,93.1818181818182,77.1428571428571,74.0476190476191,26.8421052631579,42.75,42.75,47.3684210526316,39.0909090909091,42.75,42.75,42.75,42.75,42.75,42.75,42.75,42.75
Alquerque_Alfonso_X,99.0476190476191,75.4761904761905,79.3181818181818,31.1111111111111,42.8947368421053,50.5,24.7619047619048,38.25,38.25,32.6315789473684,19,81.4285714285714,61.75,34.5238095238095,28.5294117647059,42.8947368421053,42.8947368421053,42.8947368421053,42.8947368421053,42.8947368421053,42.8947368421053,42.8947368421053,42.8947368421053,42.8947368421053,42.8947368421053,42.8947368421053,42.8947368421053
Brazilian_Draughts_Default,78.3333333333333,18.2352941176471,92.9545454545455,52.6086956521739,61.0526315789474,44.7058823529412,33.4375,27.75,57.1875,25,25,65.8695652173913,17.1052631578947,44.3181818181818,24.5238095238095,25.7142857142857,77.3809523809524,61.0526315789474,61.0526315789474,65.4347826086957,69.7368421052632,61.0526315789474,61.0526315789474,59.0476190476191,48,61.0526315789474,61.0526315789474
Canadian_Draughts_Standard,87.3333333333333,18.0555555555556,95,43.5294117647059,70.2,28.6111111111111,26.9565217391304,23.75,49.1176470588235,22.2222222222222,26.75,55.75,10.4347826086957,72.6315789473684,31.0416666666667,26.25,72.6,70.2,70.2,75,76.3636363636364,70.2,70.2,70.8333333333333,36.4285714285714,70.2,70.2
